gold_left,level,total_damage_to_players,players_eliminated,num_traits,placement
7,9,143,0,9,1
4,10,170,2,9,1
6,8,102,0,6,1
0,8,60,0,6,0
27,8,108,0,5,1
6,9,69,0,7,0
0,8,55,0,6,0
0,8,35,0,6,0
0,9,132,3,5,1
1,8,38,0,4,0
21,8,89,2,5,1
10,6,48,0,4,0
4,10,194,3,7,1
4,9,89,4,5,1
0,7,97,2,5,1
2,8,157,2,7,1
0,8,130,3,3,1
1,8,39,0,3,0
2,8,90,0,7,0
3,9,159,1,7,1
1,9,104,1,8,1
49,8,55,0,8,0
42,7,35,0,3,0
1,7,85,1,5,0
41,9,191,1,7,1
0,9,80,1,5,0
45,7,56,2,4,1
1,7,94,1,5,0
0,9,87,0,6,0
37,8,54,0,5,1
1,8,56,0,6,0
1,9,170,2,5,1
1,9,119,1,5,1
7,7,103,1,7,1
2,9,124,2,6,1
1,6,26,0,4,0
2,8,46,0,5,0
1,8,46,0,3,0
1,10,190,3,7,1
0,8,70,0,5,0
23,8,33,0,5,0
2,9,65,0,8,0
3,9,94,0,8,0
0,9,173,2,9,1
2,6,20,0,7,0
17,8,65,1,8,0
1,8,57,0,7,0
9,8,69,1,4,0
2,9,121,3,7,1
14,9,161,2,9,1
4,10,176,2,9,1
9,8,76,0,3,1
2,10,80,3,7,1
3,8,145,2,6,1
0,9,98,0,5,0
0,7,71,0,7,0
0,8,39,0,7,0
0,9,70,2,5,0
1,8,131,2,6,1
29,9,86,3,3,1
0,9,132,1,7,1
10,8,124,1,5,1
2,7,69,0,5,0
32,8,109,0,6,1
2,9,169,2,5,1
2,7,14,0,4,0
0,9,61,0,9,0
1,9,62,0,9,0
1,8,83,0,7,0
2,8,192,2,6,1
5,8,118,2,7,1
27,8,134,1,4,1
0,9,36,2,5,0
0,8,127,2,3,1
12,8,94,0,6,1
0,9,138,1,6,1
1,8,126,1,0,1
2,7,81,0,4,1
4,9,170,2,8,1
3,9,101,1,6,1
2,7,33,0,3,0
1,9,49,0,8,0
1,9,200,4,6,1
2,9,150,1,10,1
30,8,97,1,4,1
0,9,141,1,9,1
14,8,89,1,7,1
8,9,93,0,9,0
1,8,31,0,6,0
2,9,91,0,8,0
0,9,130,1,8,1
14,8,169,4,3,1
6,8,67,0,7,0
2,9,135,1,7,1
11,8,80,0,6,0
1,8,138,2,4,1
0,8,61,0,6,0
2,7,50,0,2,0
2,9,171,3,3,1
4,9,138,4,8,1
5,9,79,1,5,0
20,8,26,0,5,0
0,8,77,0,3,1
2,7,40,0,2,0
1,8,65,0,6,0
36,8,176,2,5,1
1,10,164,2,5,1
1,6,35,0,5,0
1,8,72,1,4,0
3,9,135,2,9,1
2,10,171,1,8,1
6,9,110,1,6,0
2,9,209,4,5,1
3,8,100,1,8,1
3,7,108,0,7,1
4,9,74,1,6,0
0,9,91,0,10,0
8,8,77,0,9,0
6,9,89,2,4,1
2,7,73,1,3,0
1,10,157,1,6,1
14,8,174,4,6,1
5,8,161,1,7,1
0,8,75,0,4,0
3,9,186,3,9,1
0,9,132,0,6,1
0,10,156,2,5,1
1,8,81,2,3,1
3,8,146,3,7,1
2,9,136,2,7,1
0,7,83,1,5,0
4,8,80,0,5,0
0,7,82,0,4,0
4,8,101,0,8,1
52,9,173,2,4,1
47,9,177,2,7,1
1,8,51,0,6,0
11,7,82,0,7,0
0,8,94,2,7,1
6,7,29,0,3,0
3,8,64,1,7,0
0,9,135,0,8,1
1,7,13,0,5,0
1,8,157,2,6,1
11,8,98,1,5,1
2,8,0,0,4,0
0,8,54,0,5,0
7,8,106,3,6,1
16,7,97,2,7,1
1,8,96,0,5,1
1,7,97,0,1,1
0,7,65,1,5,0
1,8,47,0,7,0
2,8,6,0,5,0
1,9,104,0,7,0
12,7,55,0,4,0
9,7,159,3,7,1
4,9,170,4,4,1
41,9,125,2,5,1
2,8,50,0,7,0
6,8,101,1,7,1
0,9,149,3,6,1
0,9,70,0,7,0
0,9,144,3,7,1
1,9,67,1,6,1
0,7,57,0,7,0
23,9,195,3,7,1
13,9,26,1,3,1
1,8,82,0,5,1
1,10,142,1,11,1
15,7,91,0,5,1
4,8,79,0,4,0
1,8,100,0,7,1
0,8,141,2,7,1
1,7,18,0,5,0
9,7,90,1,7,1
32,8,45,0,4,0
4,7,43,0,7,0
0,8,26,0,5,0
11,7,46,0,5,0
1,8,92,1,5,0
0,9,65,0,6,0
44,8,125,1,6,1
1,9,33,0,8,0
2,9,81,3,3,1
1,9,207,3,6,1
1,8,53,1,3,0
2,8,68,0,5,0
0,8,91,0,6,0
3,7,101,1,7,0
2,9,112,1,6,1
3,8,58,1,6,0
0,8,36,0,8,0
10,7,77,0,2,0
1,8,82,0,7,0
0,7,64,0,5,0
17,8,73,0,5,0
3,8,80,1,4,0
2,8,60,0,4,0
0,8,88,0,7,0
1,9,86,1,9,0
7,8,6,0,2,0
2,9,154,3,10,1
1,10,170,3,5,1
2,9,96,0,0,0
1,9,58,0,8,0
5,8,123,2,3,1
1,8,58,0,6,0
1,7,91,0,3,0
1,9,89,1,4,1
0,9,139,4,9,1
2,8,112,2,5,1
1,7,53,1,3,0
7,8,50,0,4,0
15,8,144,2,4,1
0,8,94,2,5,1
0,8,110,1,5,1
2,10,130,1,4,1
1,8,50,0,5,0
40,8,98,2,10,1
12,8,33,0,5,0
0,8,61,0,3,0
18,10,176,3,5,1
34,8,65,0,5,0
10,7,105,1,7,1
1,8,60,2,3,1
0,7,96,0,5,1
1,10,189,1,9,1
12,10,164,3,10,1
1,8,137,0,3,1
2,10,117,1,8,1
18,8,86,1,5,0
1,8,91,0,4,1
0,8,44,0,5,0
0,10,139,0,6,1
11,9,162,4,6,1
1,9,91,0,10,0
2,8,56,0,5,0
20,8,152,1,5,1
1,5,0,0,1,0
7,9,195,2,4,1
1,9,86,0,10,0
0,8,96,0,7,1
13,8,98,1,5,1
23,7,39,0,7,0
0,8,66,0,5,0
2,9,154,2,7,1
40,8,71,0,7,0
0,8,102,0,8,1
0,8,128,1,7,1
2,9,141,1,10,1
0,6,85,1,5,0
0,9,78,1,7,0
10,9,132,1,6,1
2,9,77,3,4,1
1,8,56,0,8,0
1,7,124,0,4,1
4,8,65,1,3,0
1,10,147,0,9,1
9,8,36,0,4,0
3,9,134,3,6,1
12,9,90,0,6,0
1,8,163,1,8,1
1,9,127,1,8,1
16,8,122,0,5,1
1,8,77,0,4,0
0,10,122,0,6,1
32,8,189,2,6,1
3,8,43,0,8,0
23,8,160,2,6,1
2,10,143,2,4,1
0,9,155,1,6,1
1,8,59,0,7,0
4,7,49,0,1,0
1,9,136,0,5,1
0,9,119,0,7,1
5,9,195,2,8,1
1,7,83,0,4,0
1,8,78,0,3,0
3,8,69,0,5,0
1,9,62,0,4,0
20,7,78,0,2,0
27,9,161,0,4,1
0,8,0,0,5,0
1,8,42,0,7,0
1,9,185,2,4,1
7,7,82,0,2,0
4,9,96,0,8,0
0,9,161,1,3,1
3,9,190,2,8,1
40,9,113,1,5,1
3,10,32,3,10,1
2,7,77,0,4,0
13,7,63,2,4,0
6,9,122,1,5,1
7,7,74,0,4,0
23,9,182,2,5,1
6,8,23,0,3,0
0,8,60,0,4,0
5,10,167,2,7,1
10,8,135,1,4,1
1,8,87,1,4,1
2,9,235,3,8,1
0,8,118,2,5,1
11,8,54,0,6,0
1,8,83,0,6,0
8,8,33,1,4,0
29,8,57,0,3,0
10,8,61,0,5,1
1,8,33,0,4,0
1,8,48,0,2,0
0,8,139,1,6,1
2,10,165,1,10,1
1,9,195,5,5,1
12,8,54,1,3,1
13,9,174,1,6,1
1,8,53,0,6,0
4,8,27,0,4,0
3,8,126,1,6,1
1,9,76,0,8,0
4,8,160,2,6,1
1,8,156,1,2,1
2,8,168,2,3,1
15,8,65,0,5,0
0,9,116,0,6,1
1,8,92,1,7,1
0,9,123,0,5,1
1,9,205,4,8,1
1,7,7,0,2,0
0,8,89,1,8,0
26,8,100,0,5,0
6,7,15,0,4,0
40,9,182,3,5,1
1,8,168,3,5,1
15,8,122,1,8,1
24,9,143,0,8,1
0,8,125,0,6,1
23,8,70,0,5,0
1,9,107,2,9,0
1,8,191,4,5,1
0,7,77,0,7,0
16,9,84,1,8,0
0,7,69,1,5,0
0,9,98,1,4,0
2,8,152,4,7,1
0,8,70,0,4,0
0,8,49,1,4,1
11,8,87,1,5,0
0,8,53,0,6,0
6,8,144,2,6,1
3,9,173,2,8,1
0,9,133,2,9,1
3,9,132,1,6,1
1,8,49,0,6,0
2,8,79,1,6,0
1,8,184,3,6,1
11,8,127,2,7,1
56,8,177,4,4,1
2,8,39,0,5,0
0,8,75,1,6,0
0,8,54,0,5,0
7,8,115,0,6,1
1,7,38,0,5,0
2,7,103,0,5,1
0,9,95,0,7,1
14,8,87,0,5,0
6,7,43,0,4,0
1,10,198,4,9,1
24,7,37,0,2,0
4,8,126,2,7,1
10,8,45,0,6,0
1,8,90,0,6,0
0,8,104,3,5,1
2,9,123,1,6,1
1,8,82,1,5,0
6,8,148,2,7,1
3,9,60,0,3,0
4,8,112,2,9,1
0,8,43,0,8,0
3,8,80,1,8,0
0,8,118,0,6,1
0,8,33,0,0,0
0,9,101,1,7,0
15,7,55,0,4,0
10,7,92,0,3,0
14,8,83,4,7,1
1,8,24,0,6,0
1,9,167,1,8,1
0,8,75,1,2,0
0,9,127,1,5,1
2,8,85,1,3,0
0,7,137,1,7,1
1,8,70,0,4,0
0,9,135,1,6,1
4,8,70,0,6,0
5,8,110,0,5,1
1,8,127,1,7,1
1,9,92,0,9,0
3,10,218,4,9,1
5,10,188,2,7,1
2,9,63,3,6,1
2,9,97,1,8,0
47,8,88,0,5,0
12,8,132,1,5,1
1,9,76,0,7,0
37,8,22,0,8,0
0,8,57,0,3,0
0,9,129,1,7,1
41,8,194,3,6,1
1,9,71,0,5,0
1,9,117,0,6,1
4,8,62,0,8,0
0,8,71,1,6,0
4,8,160,5,6,1
5,8,176,2,5,1
2,9,66,0,8,0
1,8,70,0,4,0
1,9,118,2,8,1
10,9,93,0,5,0
1,8,51,0,8,0
1,8,64,0,6,0
0,8,57,0,4,0
0,7,47,0,3,0
10,8,129,1,5,1
5,8,45,0,5,0
1,7,99,1,5,1
39,8,180,2,6,1
25,9,39,0,5,0
0,9,87,1,8,0
0,8,31,0,6,0
6,7,26,0,5,0
11,8,80,2,7,0
26,7,100,0,7,0
50,8,141,2,4,1
0,9,84,0,7,1
4,8,51,0,6,0
0,8,80,0,0,0
2,8,48,0,6,0
0,8,65,0,6,0
19,7,72,0,5,0
4,7,87,0,5,0
10,9,153,1,6,1
30,8,150,2,6,1
0,8,132,1,4,1
1,9,77,0,7,0
4,8,15,0,5,0
1,8,107,1,8,1
3,10,186,2,5,1
5,7,69,0,6,0
9,8,182,1,4,1
1,7,70,0,2,0
22,7,97,1,7,1
6,10,154,3,10,1
1,7,55,0,3,0
24,9,170,2,7,1
0,8,47,0,7,0
1,7,55,0,5,0
0,10,0,0,6,1
2,8,117,2,6,1
2,7,144,2,7,1
0,7,82,0,3,0
1,8,64,0,4,0
2,9,105,1,6,1
4,9,61,1,7,0
3,8,89,0,6,1
3,9,125,0,7,1
3,9,154,1,7,1
4,9,145,2,5,1
7,9,32,0,4,0
4,9,186,3,9,1
2,8,62,0,5,0
0,8,84,0,7,0
27,9,179,2,6,1
1,9,119,1,9,1
4,9,151,3,5,1
15,7,60,0,3,0
2,9,144,1,10,1
1,9,138,2,5,1
1,9,132,1,4,1
1,9,108,1,7,1
0,8,54,0,8,0
1,8,59,0,5,1
6,8,79,0,8,1
0,7,69,0,5,0
1,9,126,0,7,1
3,9,139,3,8,1
0,8,78,1,7,0
1,9,63,0,1,0
0,9,110,2,9,1
5,8,57,0,8,0
5,8,75,0,7,0
0,8,93,1,6,1
1,7,75,1,5,0
1,9,145,1,5,1
1,8,50,0,5,0
1,9,170,1,4,1
5,8,125,2,7,1
1,8,61,0,5,0
1,8,96,0,5,1
3,9,131,1,6,1
4,7,69,0,4,0
21,8,47,0,6,0
8,8,86,1,5,0
2,8,177,3,6,1
12,7,81,0,3,1
2,8,85,0,6,1
2,9,175,3,6,1
43,8,94,0,7,0
6,9,108,3,7,1
1,7,45,0,3,0
18,9,110,0,5,1
1,9,113,0,8,1
0,9,128,2,7,0
8,8,64,0,5,0
1,8,82,0,4,0
2,9,67,0,8,0
0,8,89,0,4,1
4,9,105,0,4,1
11,9,191,3,6,1
0,9,113,0,6,1
0,9,116,2,8,1
1,9,166,1,7,1
2,7,76,0,6,0
1,8,147,2,7,1
11,8,86,0,6,0
0,8,48,0,8,0
3,8,156,1,4,1
2,8,71,1,4,0
5,9,135,2,6,1
1,8,43,0,7,0
3,8,86,1,8,1
4,7,56,0,5,0
3,8,92,0,6,0
4,9,141,2,5,1
5,8,41,0,4,0
0,8,58,0,7,1
0,9,101,1,8,0
3,9,49,0,5,0
1,9,43,0,6,0
12,8,91,0,5,1
3,10,146,2,10,1
3,9,92,0,6,0
0,8,90,1,8,0
7,8,59,0,5,0
1,8,69,0,5,0
3,8,109,2,5,1
2,9,155,3,7,1
12,8,62,0,6,0
0,7,58,0,5,0
12,8,123,1,5,1
3,10,179,2,7,1
12,8,193,2,7,1
1,9,85,0,6,1
4,9,150,2,7,1
0,8,83,0,4,0
0,8,133,1,6,1
2,7,76,0,3,0
2,9,170,4,7,1
11,7,61,0,5,0
6,8,107,0,6,1
1,8,82,1,3,0
1,8,112,2,6,1
3,8,96,0,3,0
10,8,87,0,7,1
2,8,98,1,7,1
6,7,97,1,7,1
1,8,39,0,4,0
1,9,155,3,6,1
2,8,79,2,7,0
7,8,81,0,6,0
2,9,167,1,8,1
1,8,124,0,5,1
31,8,72,0,4,0
30,8,86,0,3,0
3,8,82,0,6,0
1,8,32,0,5,0
2,7,61,0,5,0
0,8,103,2,2,1
0,8,71,0,5,0
1,8,56,1,3,0
4,9,84,1,9,0
0,9,102,1,6,0
0,8,91,0,8,0
16,9,132,3,8,1
0,9,119,1,5,1
0,8,57,0,6,0
0,8,71,0,6,0
22,7,106,1,7,1
1,7,53,0,2,1
1,7,85,1,5,0
39,8,111,2,6,1
1,7,81,1,4,0
2,7,139,4,6,1
10,8,120,0,8,1
0,9,104,2,7,1
6,7,47,0,5,0
5,8,34,0,4,0
2,10,122,1,8,1
1,8,136,2,6,1
1,9,51,1,6,1
2,10,225,2,9,1
1,8,98,1,5,1
5,9,120,0,7,1
1,9,179,0,6,1
0,7,101,0,3,0
4,8,105,1,3,1
11,8,52,0,4,0
0,8,63,0,5,0
3,8,10,0,3,0
0,7,61,0,3,0
0,8,108,2,3,1
1,9,79,1,5,0
0,8,106,0,3,1
40,8,75,0,7,0
0,8,85,1,5,0
41,8,39,0,6,0
1,7,36,0,3,0
1,8,91,0,8,0
0,8,40,0,3,0
0,10,148,0,4,1
2,8,67,0,6,0
2,8,63,0,4,0
5,10,193,3,10,1
1,8,66,0,4,1
43,8,109,0,7,0
40,9,146,1,7,1
10,8,83,0,8,0
46,8,105,2,6,1
4,7,63,0,5,0
6,9,128,3,8,1
0,8,115,2,6,1
53,8,63,0,5,0
1,7,43,0,3,0
4,9,149,2,6,1
0,9,146,3,8,1
40,8,153,1,6,1
0,8,113,1,6,1
1,8,77,0,6,0
2,9,110,0,5,0
0,9,152,1,6,1
1,8,176,3,6,1
5,9,153,2,5,1
6,9,52,2,6,1
2,9,74,0,7,0
1,8,27,0,5,0
0,9,115,0,7,1
7,10,186,1,5,1
0,8,45,0,6,0
4,9,127,0,9,1
4,9,115,0,6,1
41,8,195,2,5,1
4,9,159,1,6,1
1,9,103,0,8,1
4,8,97,1,5,1
0,9,86,1,8,0
1,6,25,0,4,0
55,8,181,3,5,1
60,9,166,3,5,1
0,8,81,1,3,1
9,7,63,0,5,0
0,8,48,0,3,0
0,8,76,1,6,0
10,10,211,3,10,1
1,9,134,2,9,1
26,8,99,0,3,1
20,7,35,0,5,0
44,8,69,0,8,0
1,8,31,0,7,0
11,8,43,0,9,0
0,7,100,0,5,1
1,8,103,0,6,1
7,7,21,0,5,0
45,8,0,0,11,1
0,8,82,0,7,0
28,7,36,0,4,0
23,9,98,1,5,1
3,9,163,3,4,1
2,8,101,0,7,0
2,8,123,2,6,1
2,9,105,0,5,0
2,8,98,0,5,1
7,8,65,1,6,0
2,8,60,0,8,0
12,9,180,2,8,1
1,8,113,1,5,1
0,8,68,0,4,0
1,9,107,1,8,0
0,7,63,0,3,0
26,9,69,0,5,0
6,9,118,1,7,1
2,8,44,0,8,0
3,9,73,0,6,0
40,7,68,0,6,0
0,8,77,1,6,0
1,9,63,0,8,0
0,8,63,0,6,0
1,9,199,4,5,1
5,8,44,0,6,0
4,8,96,0,4,0
1,8,87,1,4,0
2,9,59,0,3,0
2,9,174,3,6,1
2,7,66,0,2,0
0,9,159,2,6,1
1,9,114,0,8,1
0,8,43,0,6,0
30,8,108,1,7,1
1,7,65,0,7,0
10,7,104,0,7,1
2,7,86,0,3,0
1,7,71,0,5,1
19,8,121,1,4,1
0,7,46,0,4,0
1,9,115,1,9,1
2,9,63,0,7,0
3,8,93,0,5,1
22,7,97,0,6,1
0,8,72,0,4,0
9,9,175,4,10,1
3,8,100,1,5,0
2,9,104,0,10,0
0,9,88,2,8,1
5,8,55,1,4,0
5,8,52,1,6,0
8,8,102,0,5,1
2,8,94,0,6,1
1,8,135,0,5,1
3,8,178,4,6,1
1,9,105,2,9,1
1,9,119,3,6,1
0,8,33,0,7,0
0,8,143,1,6,1
3,10,188,1,7,1
2,9,140,1,3,1
1,9,141,2,2,1
52,9,165,3,6,1
14,7,117,0,3,0
5,8,117,0,4,1
0,9,61,0,9,0
0,9,36,0,7,0
22,7,59,1,3,1
2,8,85,0,6,0
22,8,85,1,8,1
0,8,63,0,7,0
0,8,67,0,7,0
7,9,83,0,7,1
1,7,97,0,4,0
0,8,138,0,3,1
3,9,161,4,5,1
2,8,43,0,4,0
1,9,119,1,5,1
1,7,38,0,6,0
1,8,61,0,5,0
0,8,54,0,6,0
1,9,113,0,7,1
0,9,113,1,8,1
22,7,114,1,7,1
2,8,42,0,8,0
1,9,78,0,4,0
0,8,34,0,6,0
1,8,85,0,8,0
1,9,141,1,8,1
0,8,35,0,8,0
1,8,40,0,4,0
24,7,54,0,4,0
1,9,53,0,7,0
12,7,92,2,5,0
12,8,116,2,9,1
2,9,121,1,7,1
3,10,170,2,8,1
10,9,89,1,8,1
3,7,54,1,4,0
1,8,28,0,8,0
3,7,117,2,5,1
200,10,0,0,3,1
2,9,146,1,10,1
3,8,130,2,5,1
1,8,136,2,6,1
8,7,33,0,4,0
62,8,95,1,7,1
1,8,12,0,6,0
13,7,80,0,5,0
1,9,116,1,6,1
1,9,94,2,4,1
36,10,0,0,7,1
0,8,83,0,5,0
9,10,144,2,5,1
1,8,9,0,5,0
1,8,79,0,5,1
1,7,50,0,7,0
19,8,54,0,4,0
0,8,122,2,7,1
1,10,44,4,6,1
3,8,119,0,4,1
53,7,0,0,11,1
1,8,51,1,4,0
0,8,63,0,6,0
3,8,74,0,9,0
0,8,94,0,4,0
27,7,44,0,5,0
2,8,97,0,3,1
3,8,51,0,5,0
1,8,174,4,7,1
1,8,52,0,4,0
20,8,116,2,4,1
0,8,44,0,7,0
1,8,77,0,6,0
3,8,71,0,5,0
1,9,83,1,7,0
33,8,52,0,6,0
0,8,53,0,4,0
1,8,35,0,4,0
5,8,86,0,3,0
2,10,0,0,8,1
1,8,106,1,7,1
3,7,44,0,3,0
0,9,99,0,9,0
3,9,192,4,10,1
1,8,61,0,3,0
2,9,225,1,10,1
1,8,154,2,7,1
0,9,83,1,5,0
1,8,29,0,5,0
3,7,65,0,4,0
1,8,112,1,7,1
0,8,52,0,5,0
9,9,137,3,7,1
4,9,108,1,8,1
1,8,89,0,4,0
51,8,38,0,6,0
0,8,166,1,6,1
3,9,82,0,5,0
1,8,57,0,7,0
13,9,175,2,7,1
14,7,41,1,4,0
4,9,186,3,5,1
1,7,79,0,7,0
0,8,125,1,8,1
2,9,130,0,8,1
0,8,99,1,5,0
6,8,53,0,4,0
1,8,75,0,4,0
0,9,64,0,9,0
8,7,75,0,7,0
1,7,49,0,3,0
10,9,185,3,9,1
3,7,58,0,4,0
3,8,88,0,7,0
2,8,100,2,5,1
3,8,73,0,6,0
1,8,67,0,7,0
10,8,93,1,7,0
6,8,120,0,6,1
10,10,0,0,8,1
0,8,168,1,5,1
5,9,127,2,9,1
1,8,44,0,6,0
1,10,138,0,7,1
0,9,162,3,9,1
18,8,131,3,5,1
1,8,71,0,3,0
53,8,88,1,4,1
4,8,91,0,5,0
3,7,84,0,5,0
5,9,93,1,4,0
0,8,105,1,5,1
1,9,74,0,4,0
19,10,205,2,10,1
1,8,73,0,4,0
2,8,80,0,7,0
3,9,70,0,5,0
51,8,55,0,7,0
0,9,164,2,7,1
44,8,155,2,3,1
16,8,176,2,4,1
2,9,97,0,0,1
0,9,121,2,5,1
3,8,82,0,5,0
0,8,111,0,3,1
1,8,82,0,6,0
1,7,103,0,4,1
1,8,71,0,7,0
4,9,123,1,7,1
2,8,68,0,6,0
0,8,110,1,5,1
7,8,84,0,5,0
1,7,84,0,4,0
0,8,59,1,6,1
0,7,53,0,5,0
3,9,154,1,5,1
2,9,194,2,4,1
7,7,54,0,3,0
3,8,101,0,5,1
11,8,179,3,5,1
0,8,118,0,4,1
0,8,69,0,6,0
10,8,70,0,7,0
5,8,34,0,3,0
6,10,152,3,6,1
17,9,161,3,8,1
0,8,112,1,4,1
2,9,84,0,4,0
2,9,98,3,4,1
12,8,104,0,4,1
0,8,33,0,4,0
15,8,153,3,5,1
20,8,97,0,7,1
1,8,63,0,4,0
0,9,99,1,5,1
4,8,102,1,0,1
9,8,33,0,7,0
3,7,30,0,2,0
0,8,22,0,6,0
2,8,117,1,6,1
11,7,46,0,5,0
7,8,54,0,4,0
8,8,174,2,5,1
1,8,25,0,5,0
1,9,181,3,4,1
1,8,62,0,7,0
14,9,119,1,6,1
11,9,103,1,8,1
2,8,102,0,7,0
0,9,166,3,5,1
0,8,90,1,8,1
1,8,122,0,6,1
0,8,74,0,6,0
0,8,89,1,4,0
4,8,75,0,6,0
0,8,48,0,8,0
1,7,81,0,5,0
1,9,54,0,7,0
1,7,34,0,6,0
0,8,122,2,4,1
0,9,36,0,4,0
3,9,138,1,5,1
4,8,138,1,5,1
1,9,194,2,10,1
0,6,24,0,5,0
1,9,144,2,4,1
0,8,88,1,5,0
10,8,77,0,9,0
1,8,66,0,6,0
1,8,158,2,6,1
0,8,109,0,7,1
17,8,62,0,4,0
15,7,37,0,5,0
32,8,64,0,0,0
1,9,80,0,7,0
0,9,144,1,5,1
3,9,108,0,10,1
2,9,65,0,5,0
5,8,85,0,3,0
0,8,79,0,5,0
23,8,82,0,7,0
2,9,88,0,5,0
3,9,193,3,7,1
2,9,159,2,10,1
3,9,115,1,7,1
0,7,46,1,2,1
0,7,75,0,7,0
62,7,25,0,3,0
0,9,50,0,7,0
2,8,52,0,4,0
10,9,181,5,8,1
7,9,172,2,6,1
5,7,48,0,6,0
14,8,0,0,8,0
4,9,177,2,10,1
5,9,142,2,7,1
2,8,48,0,7,0
2,6,57,0,5,0
1,8,56,0,5,0
1,9,209,4,7,1
8,7,140,1,4,1
0,8,113,1,7,1
1,7,26,0,3,0
2,8,109,0,5,1
0,7,42,0,5,0
6,9,100,0,5,1
0,8,73,0,8,0
1,8,80,1,6,0
2,8,108,1,4,1
0,7,72,0,3,0
3,8,66,0,5,0
1,7,62,0,3,0
4,9,194,3,7,1
1,8,25,0,8,0
2,9,133,1,4,1
0,9,87,0,5,1
5,8,132,0,5,1
12,8,62,0,6,0
1,9,164,4,10,1
0,8,77,0,7,0
0,7,82,1,5,1
0,8,64,0,8,0
0,8,77,0,2,1
0,8,103,1,3,1
30,8,41,0,4,0
0,8,128,1,4,1
1,8,57,1,7,1
0,9,145,1,4,1
5,8,150,4,4,1
4,8,145,1,5,1
5,8,88,0,6,0
0,6,23,0,5,0
0,9,158,1,11,1
0,7,91,0,7,1
1,8,110,2,5,1
1,9,175,2,6,1
6,8,92,1,5,1
5,9,35,0,8,0
14,8,70,1,6,0
1,9,127,1,4,1
0,8,51,0,6,0
1,8,62,0,3,0
1,8,103,0,5,0
4,9,116,2,9,1
4,7,178,1,4,1
0,9,99,1,7,1
6,8,37,0,6,0
9,8,111,2,6,1
2,9,70,0,5,0
0,8,78,0,7,0
46,9,172,4,7,1
1,10,182,0,7,1
22,8,134,1,5,1
1,9,226,3,7,1
8,9,173,2,7,1
2,9,151,1,5,1
1,9,107,1,5,1
5,8,81,0,4,0
0,9,163,3,8,1
1,9,78,0,6,0
1,6,48,0,5,0
0,9,82,0,8,0
0,9,48,0,4,0
3,9,120,2,5,1
0,8,58,0,6,0
6,9,138,1,7,1
2,8,54,0,3,0
1,9,100,1,9,0
2,9,74,1,6,0
1,9,109,1,5,1
0,8,85,0,7,0
1,8,73,0,7,0
13,8,99,2,7,1
0,8,63,0,2,0
8,8,51,0,6,0
31,8,72,0,8,0
52,7,47,0,3,0
15,8,107,0,7,1
12,8,105,0,5,0
10,8,94,1,2,0
0,9,110,2,6,1
3,8,61,0,9,0
2,9,179,2,5,1
4,8,69,0,5,0
3,7,30,0,4,0
0,7,38,0,1,0
1,7,84,0,7,0
0,8,95,0,7,1
1,8,71,0,5,0
1,9,99,0,6,1
0,8,119,2,5,1
1,8,66,0,3,0
22,8,52,0,6,0
2,8,37,0,6,0
1,8,45,0,6,0
17,7,92,1,2,0
18,8,86,0,4,0
13,8,119,0,6,1
9,7,7,0,4,0
3,8,68,1,5,0
1,10,128,1,8,1
3,9,178,3,6,1
0,7,34,0,4,0
1,8,26,0,5,0
20,8,153,1,5,1
6,8,61,1,7,1
0,8,66,0,3,0
1,10,121,1,8,1
1,9,66,0,5,0
6,8,77,0,5,1
11,8,135,1,10,1
32,8,188,2,5,1
0,9,48,1,5,1
0,9,129,0,6,1
3,9,96,1,9,1
0,8,121,1,6,1
14,9,138,3,6,1
4,9,91,0,8,0
8,9,188,3,6,1
44,8,107,1,6,1
0,9,131,0,8,1
1,9,85,1,7,0
9,8,32,0,5,0
0,8,61,0,4,0
1,8,101,1,5,1
1,7,55,0,4,0
0,9,119,2,7,1
1,8,22,0,6,0
29,8,55,0,6,0
1,8,106,2,5,1
10,7,64,0,4,0
3,8,228,3,3,1
3,9,78,0,9,0
4,8,63,0,4,0
1,9,128,1,5,1
7,7,84,1,4,0
23,8,152,1,4,1
1,9,185,0,5,1
0,10,92,0,2,1
0,8,67,0,2,0
1,7,96,0,5,1
4,8,73,0,9,0
2,8,52,0,6,0
1,8,53,0,7,0
2,8,141,2,8,1
2,7,29,0,4,0
0,9,97,1,6,1
0,7,110,1,7,1
1,8,128,0,3,1
1,10,168,1,8,1
1,7,21,0,3,0
1,8,108,0,7,1
3,7,29,0,2,0
1,6,34,0,5,0
1,9,155,1,4,1
4,8,65,0,8,0
1,8,178,3,7,1
1,8,44,0,5,0
1,8,60,0,6,0
0,8,65,1,3,0
1,9,132,0,5,1
1,8,31,0,5,0
12,9,185,2,5,1
18,8,93,0,5,1
19,9,126,0,6,1
0,9,145,2,5,1
0,9,142,0,6,1
3,8,75,0,4,0
16,8,103,1,6,1
2,9,73,3,10,1
1,8,119,0,7,1
4,8,74,0,6,0
0,9,115,1,6,1
7,8,208,2,7,1
8,9,186,3,5,1
18,8,171,2,7,1
12,9,99,0,9,1
1,8,72,1,8,1
1,9,109,0,10,1
2,8,52,1,5,0
5,8,144,0,6,1
2,9,168,2,8,1
1,8,66,0,7,1
0,8,60,0,7,0
4,8,99,1,5,1
0,9,109,1,7,1
12,7,66,0,4,0
1,9,67,0,3,0
9,8,121,1,5,1
2,9,128,1,7,1
